R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CA,A_CLAU_UNICA_CA,A_ID_CA,A_EXPEDIENT_CA,A_EMPRESA_CA,A_REF_ODOO_CA,A_FECHA_ALTA_ODOO_CA,A_NUMERO_CA,A_FECHA_EMISION_CA,A_PROVEEDOR_CA,A_ORIGEN_CA,A_IMPORTE_CA,A_ACUMULADO_CA,A_ESTADO_CA,_merge
316,12,6706,ADG32 6706 NSUIYHI SL,Facturada,ROCALLA SA,2025-11-19,547893,19,2025/00014,3659.04,43037.28,2025-12-19,547893,6706-C-C/00011,both,267,6706-C-C/00011,11,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00012,2025-11-19,19,2025-11-19,ROCALLA SA,C-C/00011,3659.04,38739.36,Hecho,both
317,13,6706,ADG32 6706 NSUIYHI SL,Facturada,ALUBIX SL,2025-11-26,551235,25,2025/00023,4646.4,47683.68,2025-12-19,551235,6706-C-C/00013,both,269,6706-C-C/00013,13,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00014,2025-11-26,25,2025-11-26,ALUBIX SL,C-C/00013,4646.4,47683.68,Hecho,both
318,14,6706,ADG32 6706 NSUIYHI SL,Facturada,ROCALLA SA,2025-11-26,551237,22,2025/00019,4414.08,52097.76,2025-12-19,551237,6706-C-C/00014,both,270,6706-C-C/00014,14,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00015,2025-11-26,22,2025-11-26,ROCALLA SA,C-C/00014,4414.08,52097.76,Hecho,both
319,15,6706,ADG32 6706 NSUIYHI SL,Facturada,ALUBIX SL,2025-12-03,554393,30,2025/00026,3731.64,55829.4,2025-12-19,554393,6706-C-C/00015,both,271,6706-C-C/00015,15,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00016,2025-12-03,30,2025-12-03,ALUBIX SL,C-C/00015,3731.64,55829.4,Hecho,both
320,16,6706,ADG32 6706 NSUIYHI SL,Facturada,ROCALLA SA,2025-12-03,554394,25,2025/00020,4443.12,60272.52,2025-12-19,554394,6706-C-C/00016,both,272,6706-C-C/00016,16,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00017,2025-12-03,25,2025-12-03,ROCALLA SA,C-C/00016,4443.12,60272.52,Hecho,both
321,17,6706,ADG32 6706 NSUIYHI SL,Facturada,ALUBIX SL,2025-12-10,556824,33,2025/00029,3615.48,63888.0,2025-12-19,556824,6706-C-C/00018,both,274,6706-C-C/00018,18,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00019,2025-12-10,33,2025-12-10,ALUBIX SL,C-C/00018,3615.48,67902.78,Hecho,both
322,18,6706,ADG32 6706 NSUIYHI SL,Facturada,ROCALLA SA,2025-12-10,556826,26,2025/00022,4014.78,67902.78,2025-12-19,556826,6706-C-C/00017,both,273,6706-C-C/00017,17,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00018,2025-12-10,26,2025-12-10,ROCALLA SA,C-C/00017,4014.78,64287.3,Hecho,both
323,19,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA,2025-12-18,561005,30,2025/00024,3346.86,71249.64,2025-12-19,561005,6706-C-C/00019,both,275,6706-C-C/00019,19,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00020,2025-12-18,30,2025-12-18,ROCALLA SA,C-C/00019,3346.86,71249.64,Hecho,both
324,20,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX,2025-12-18,561044,39,2025/00034,72.6,71322.24,2025-12-19,561044,6706-C-C/00021,both,278,6706-C-C/00021,22,6706,ADG32 6706 NSUIYHI SL,MGZ01/ENTRA/00023,2025-12-18,39,2025-12-18,ALUBIX SL,C-C/00021,72.6,74654.58,Hecho,both
325,1,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-17,535286,1,2025/00003,1323.74,1323.74,2025-12-19,535286,6707-C-C/00002,both,280,6707-C-C/00002,2,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00002,2025-10-17,1,2025-10-17,ALUBIX SL,C-C/00002,1323.74,2732.18,Hecho,both
326,2,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-17,535292,2,2025/00004,1408.44,2732.18,2025-12-19,535292,6707-C-C/00001,both,279,6707-C-C/00001,1,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00001,2025-10-17,2,2025-10-17,ROCALLA SA,C-C/00001,1408.44,1408.44,Hecho,both
327,3,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-22,537117,3,2025/00007,4293.08,7025.26,2025-12-19,537117,6707-C-C/00003,both,281,6707-C-C/00003,3,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00003,2025-10-22,3,2025-10-22,ALUBIX SL,C-C/00003,4293.08,7025.26,Hecho,both
328,4,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-22,537120,6,2025/00009,4421.34,11446.6,2025-12-19,537120,6707-C-C/00004,both,282,6707-C-C/00004,4,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00004,2025-10-22,6,2025-10-22,ROCALLA SA,C-C/00004,4421.34,11446.6,Hecho,both
329,5,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-29,540095,6,2025/00012,4135.78,15582.38,2025-12-19,540095,6707-C-C/00006,both,284,6707-C-C/00006,6,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00006,2025-10-29,6,2025-10-29,ALUBIX SL,C-C/00006,4135.78,19727.84,Hecho,both
330,6,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-29,540100,10,2025/00014,4145.46,19727.84,2025-12-19,540100,6707-C-C/00005,both,283,6707-C-C/00005,5,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00005,2025-10-29,10,2025-10-29,ROCALLA SA,C-C/00005,4145.46,15592.06,Hecho,both
331,7,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-11-05,542288,10,2025/00017,3947.02,23674.86,2025-12-19,542288,6707-C-C/00007,both,285,6707-C-C/00007,7,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00007,2025-11-05,10,2025-11-05,ALUBIX SL,C-C/00007,3947.02,23674.86,Hecho,both
332,8,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-11-05,542298,15,2025/00017,4094.64,27769.5,2025-12-19,542298,6707-C-C/00008,both,286,6707-C-C/00008,8,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00008,2025-11-05,15,2025-11-05,ROCALLA SA,C-C/00008,4094.64,27769.5,Hecho,both
333,9,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-11-13,546110,13,2025/00020,3821.18,31590.68,2025-12-19,546110,6707-C-C/00009,both,287,6707-C-C/00009,9,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00009,2025-11-14,13,2025-11-13,ALUBIX SL,C-C/00009,3821.18,31590.68,Hecho,both
334,10,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-11-13,546111,16,2025/00020,3930.08,35520.76,2025-12-19,546111,6707-C-C/00010,both,288,6707-C-C/00010,10,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00010,2025-11-14,16,2025-11-13,ROCALLA SA,C-C/00010,3930.08,35520.76,Hecho,both
335,11,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-11-19,547926,19,2025/00022,3888.94,39409.7,2025-12-19,547926,6707-C-C/00011,both,289,6707-C-C/00011,11,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00011,2025-11-19,19,2025-11-19,ROCALLA SA,C-C/00011,3888.94,39409.7,Hecho,both
336,12,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-11-19,547927,18,2025/00021,3821.18,43230.88,2025-12-19,547927,6707-C-C/00012,both,290,6707-C-C/00012,12,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00012,2025-11-19,18,2025-11-19,ALUBIX SL,C-C/00012,3821.18,43230.88,Hecho,both
337,13,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-11-26,551207,21,2025/00025,4087.38,47318.26,2025-12-19,551207,6707-C-C/00014,both,292,6707-C-C/00014,14,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00014,2025-11-26,21,2025-11-26,ALUBIX SL,C-C/00014,4087.38,51357.24,Hecho,both
338,14,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-11-26,551214,24,2025/00024,4038.98,51357.24,2025-12-19,551214,6707-C-C/00013,both,291,6707-C-C/00013,13,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00013,2025-11-26,24,2025-11-26,ROCALLA SA,C-C/00013,4038.98,47269.86,Hecho,both
339,15,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-12-03,554319,28,2025/00028,4014.78,55372.02,2025-12-19,554319,6707-C-C/00016,both,294,6707-C-C/00016,16,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00016,2025-12-03,28,2025-12-03,ROCALLA SA,C-C/00016,4014.78,59398.9,Hecho,both
340,16,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-12-03,554373,22,2025/00029,4026.88,59398.9,2025-12-19,554373,6707-C-C/00015,both,293,6707-C-C/00015,15,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00015,2025-12-03,22,2025-12-03,ALUBIX SL,C-C/00015,4026.88,55384.12,Hecho,both
341,17,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX SL,2025-12-10,556885,25,2025/00031,4290.66,63689.56,2025-12-19,556885,6707-C-C/00017,both,295,6707-C-C/00017,17,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00017,2025-12-10,25,2025-12-12,ALUBIX SL,C-C/00017,4290.66,63689.56,Hecho,both
342,18,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA SA,2025-12-10,556887,33,2025/00031,3961.54,67651.1,2025-12-19,556887,6707-C-C/00018,both,296,6707-C-C/00018,18,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00018,2025-12-10,33,2025-12-10,ROCALLA SA,C-C/00018,3961.54,67651.1,Hecho,both
343,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,561003,6707-C-C/00019,both,297,6707-C-C/00019,19,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00019,2025-12-18,37,2025-12-18,ROCALLA SA,C-C/00019,4433.44,72084.54,Hecho,both
343,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,561003,6707-C-C/00020,both,298,6707-C-C/00020,20,6707,ADG32 6707 MOUAZINE SL,MGZ01/ENTRA/00020,2025-12-18,29,2025-12-18,ALUBIX SL,C-C/00020,4205.96,76290.5,Hecho,both
344,20,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA,2025-12-18,561006,37,2025/00036,4433.44,76290.5,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
345,21,6707,ADG32 6707 MOUAZINE SL,Facturada,ALUBIX,2025-12-30,561716,33,2025/00038,162.14,76452.64,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
346,22,6707,ADG32 6707 MOUAZINE SL,Facturada,ROCALLA,2025-12-30,561717,38,2025/00039,157.3,76609.94,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
347,1,6713,ADG32 6713 BCARBONELL SL,Pagada,ALUBIX SL,2025-10-17,535284,1,2025/00002,1458.05,1458.05,,,,left_only,,,,,,,,,,,,,,,left_only
348,2,6713,ADG32 6713 BCARBONELL SL,Pagada,ROCALLA SA,2025-10-17,535309,4,2025/00002,1007.33,2465.38,,,,left_only,,,,,,,,,,,,,,,left_only
349,3,6713,ADG32 6713 BCARBONELL SL,Pagada,ALUBIX SL,2025-10-23,537817,3,2025/00003,4086.78,6552.16,,,,left_only,,,,,,,,,,,,,,,left_only
350,4,6713,ADG32 6713 BCARBONELL SL,Pagada,ROCALLA SA,2025-10-23,537819,5,2025/00006,2654.74,9206.9,,,,left_only,,,,,,,,,,,,,,,left_only
351,5,6713,ADG32 6713 BCARBONELL SL,Pagada,ALUBIX SL,2025-10-30,540729,4,2025/00005,5093.5,14300.4,,,,left_only,,,,,,,,,,,,,,,left_only
352,6,6713,ADG32 6713 BCARBONELL SL,Pagada,ROCALLA SA,2025-10-30,540730,10,2025/00008,3086.11,17386.51,,,,left_only,,,,,,,,,,,,,,,left_only
353,7,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-11-05,542370,6,2025/00008,5405.68,22792.19,,,,left_only,,,,,,,,,,,,,,,left_only
354,8,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-11-05,542376,15,2025/00012,3374.69,26166.88,,,,left_only,,,,,,,,,,,,,,,left_only
355,9,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-11-07,543417,8,2025/00010,66.55,26233.43,,,,left_only,,,,,,,,,,,,,,,left_only
356,10,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-11-13,545521,13,2025/00014,5009.4,31242.83,,,,left_only,,,,,,,,,,,,,,,left_only
357,11,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-11-13,545522,20,2025/00016,3203.48,34446.31,,,,left_only,,,,,,,,,,,,,,,left_only
358,12,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-11-20,548616,17,2025/00018,4575.01,39021.32,,,,left_only,,,,,,,,,,,,,,,left_only
359,13,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-11-20,548617,23,2025/00020,2944.54,41965.86,,,,left_only,,,,,,,,,,,,,,,left_only
360,14,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-11-26,551299,21,2025/00022,4397.75,46363.61,,,,left_only,,,,,,,,,,,,,,,left_only
361,15,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-11-26,551308,26,2025/00024,2845.32,49208.93,,,,left_only,,,,,,,,,,,,,,,left_only
362,16,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-12-03,554369,23,2025/00026,5054.78,54263.71,,,,left_only,,,,,,,,,,,,,,,left_only
363,17,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-12-03,554371,28,2025/00028,3290.6,57554.31,,,,left_only,,,,,,,,,,,,,,,left_only
364,18,6713,ADG32 6713 BCARBONELL SL,Facturada,ALUBIX SL,2025-12-10,556838,25,2025/00027,4768.01,62322.32,,,,left_only,,,,,,,,,,,,,,,left_only
365,19,6713,ADG32 6713 BCARBONELL SL,Facturada,ROCALLA SA,2025-12-10,556841,33,2025/00030,3154.47,65476.79,,,,left_only,,,,,,,,,,,,,,,left_only
366,20,6713,ADG32 6713 BCARBONELL SL,Pagada,ALUBIX,2025-12-19,561417,29,2025/00032,4285.82,69762.61,,,,left_only,,,,,,,,,,,,,,,left_only
367,21,6713,ADG32 6713 BCARBONELL SL,Pagada,ROCALLA,2025-12-19,561418,34,2025/00035,2674.1,72436.71,,,,left_only,,,,,,,,,,,,,,,left_only
368,1,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-17,535289,2,2025/00001,1638.34,1638.34,2025-12-19,535289,6734-C-C/00002,both,300,6734-C-C/00002,2,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00002,2025-10-17,2,2025-10-17,ALUBIX SL,C-C/00002,1638.34,2727.34,Hecho,both
369,2,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-17,535311,3,2025/00003,1089.0,2727.34,2025-12-19,535311,6734-C-C/00001,both,299,6734-C-C/00001,1,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00001,2025-10-17,3,2025-10-17,ROCALLA SA,C-C/00001,1089.0,1089.0,Hecho,both
370,3,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-23,537776,7,2025/00002,4704.48,7431.82,2025-12-19,537776,6734-C-C/00003,both,301,6734-C-C/00003,3,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00003,2025-10-23,7,2025-10-23,ALUBIX SL,C-C/00003,4704.48,7431.82,Hecho,both
371,4,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-23,537778,8,2025/00006,3315.4,10747.22,2025-12-19,537778,6734-C-C/00004,both,302,6734-C-C/00004,4,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00004,2025-10-23,8,2025-10-23,ROCALLA SA,C-C/00004,3315.4,10747.22,Hecho,both
372,5,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-29,540135,12,2025/00007,4481.84,15229.06,2025-12-19,540135,6734-C-C/00005,both,303,6734-C-C/00005,5,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00005,2025-10-29,12,2025-10-29,ALUBIX SL,C-C/00005,4481.84,15229.06,Hecho,both
373,6,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-29,540136,10,2025/00010,3000.8,18229.86,2025-12-19,540136,6734-C-C/00006,both,304,6734-C-C/00006,6,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00006,2025-10-29,10,2025-10-29,ROCALLA SA,C-C/00006,3000.8,18229.86,Hecho,both
374,7,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-11-05,542340,17,2025/00008,5164.28,23394.14,2025-12-19,542340,6734-C-C/00007,both,305,6734-C-C/00007,7,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00007,2025-11-05,17,2025-11-05,ALUBIX SL,C-C/00007,5164.28,23394.14,Hecho,both
375,8,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-11-05,542341,11,2025/00014,3521.1,26915.24,2025-12-19,542341,6734-C-C/00008,both,306,6734-C-C/00008,8,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00008,2025-11-05,11,2025-11-05,ROCALLA SA,C-C/00008,3521.1,26915.24,Hecho,both
376,9,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-11-12,545007,20,2025/00010,4694.8,31610.04,2025-12-19,545007,6734-C-C/00009,both,307,6734-C-C/00009,9,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00009,2025-11-12,20,2025-11-12,ALUBIX SL,C-C/00009,4694.8,31610.04,Hecho,both
377,10,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-11-12,545011,15,2025/00019,3273.05,34883.09,2025-12-19,545011,6734-C-C/00010,both,308,6734-C-C/00010,10,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00010,2025-11-12,15,2025-11-12,ROCALLA SA,C-C/00010,3273.05,34883.09,Hecho,both
378,11,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-11-20,548618,24,2025/00014,5103.78,39986.87,2025-12-19,548618,6734-C-C/00011,both,309,6734-C-C/00011,11,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00011,2025-11-20,24,2025-11-20,ALUBIX SL,C-C/00011,5103.78,39986.87,Hecho,both
379,12,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-11-20,548619,20,2025/00020,3067.35,43054.22,2025-12-19,548619,6734-C-C/00012,both,310,6734-C-C/00012,12,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00012,2025-11-20,20,2025-11-20,ROCALLA SA,C-C/00012,3067.35,43054.22,Hecho,both
380,13,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-11-26,551239,30,2025/00019,5055.38,48109.6,2025-12-19,551239,6734-C-C/00013,both,311,6734-C-C/00013,13,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00013,2025-11-26,30,2025-11-26,ALUBIX SL,C-C/00013,5055.38,48109.6,Hecho,both
381,14,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-11-26,551242,23,2025/00021,3763.1,51872.7,2025-12-19,551242,6734-C-C/00014,both,312,6734-C-C/00014,14,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00014,2025-11-26,23,2025-11-26,ROCALLA SA,C-C/00014,3763.1,51872.7,Hecho,both
382,15,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-11-26,551322,34,2025/00020,522.72,52395.42,2025-12-19,551322,6734-C-C/00015,both,313,6734-C-C/00015,15,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00015,2025-11-26,34,2025-11-26,ALUBIX SL,C-C/00015,522.72,52395.42,Hecho,both
383,16,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-12-03,554320,36,2025/00024,4549.6,56945.02,2025-12-19,554320,6734-C-C/00016,both,314,6734-C-C/00016,16,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00016,2025-12-03,36,2025-12-03,ALUBIX SL,C-C/00016,4549.6,56945.02,Hecho,both
384,17,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-12-03,554322,24,2025/00022,3557.4,60502.42,2025-12-19,554322,6734-C-C/00017,both,315,6734-C-C/00017,17,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00017,2025-12-03,24,2025-12-03,ROCALLA SA,C-C/00017,3557.4,60502.42,Hecho,both
385,18,6734,ADG32 6734 LABOLAFIO SL,Facturada,ALUBIX SL,2025-12-10,556830,41,2025/00025,5052.96,65555.38,2025-12-19,556830,6734-C-C/00019,both,317,6734-C-C/00019,19,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00019,2025-12-10,41,2025-12-10,ALUBIX SL,C-C/00019,5052.96,68822.38,Hecho,both
386,19,6734,ADG32 6734 LABOLAFIO SL,Facturada,ROCALLA SA,2025-12-10,556836,25,2025/00026,3267.0,68822.38,2025-12-19,556836,6734-C-C/00018,both,316,6734-C-C/00018,18,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00018,2025-12-10,25,2025-12-10,ROCALLA SA,C-C/00018,3267.0,63769.42,Hecho,both
387,20,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX,2025-12-17,560857,43,2025/00026,4510.88,73333.26,2025-12-19,560857,6734-C-C/00020,both,318,6734-C-C/00020,20,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00020,2025-12-17,43,2025-12-17,ALUBIX SL,C-C/00020,4510.88,73333.26,Hecho,both
388,21,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA,2025-12-17,560858,27,2025/00031,3236.75,76570.01,2025-12-19,560858,6734-C-C/00021,both,319,6734-C-C/00021,21,6734,ADG32 6734 LABOLAFIO SL,MGZ01/ENTRA/00021,2025-12-17,27,2025-12-17,ROCALLA SA,C-C/00021,3236.75,76570.01,Hecho,both
389,22,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX,2025-12-24,561678,44,2025/00028,171.82,76741.83,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
390,23,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA,2025-12-24,561679,30,2025/00035,163.35,76905.18,2025-12-19,,,left_only,,,,,,,,,,,,,,,left_only
391,1,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-17,535290,2,2025/00001,1074.48,1074.48,2025-12-19,535290,6746-C-C/00002,both,321,6746-C-C/00002,2,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00002,2025-10-17,2,2025-10-17,ALUBIX SL,C-C/00002,1074.48,2497.44,Hecho,both
392,2,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-17,535301,3,2025/00002,1422.96,2497.44,2025-12-19,535301,6746-C-C/00001,both,320,6746-C-C/00001,1,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00001,2025-10-17,3,2025-10-17,ROCALLA SA,C-C/00001,1422.96,1422.96,Hecho,both
393,3,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-22,537076,3,2025/00005,3765.52,6262.96,2025-12-19,537076,6746-C-C/00004,both,323,6746-C-C/00004,4,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00004,2025-10-22,3,2025-10-22,ALUBIX SL,C-C/00004,3765.52,10902.1,Hecho,both
394,4,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-22,537079,8,2025/00004,4639.14,10902.1,2025-12-19,537079,6746-C-C/00003,both,322,6746-C-C/00003,3,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00003,2025-10-22,8,2025-10-22,ROCALLA SA,C-C/00003,4639.14,7136.58,Hecho,both
395,5,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-29,540062,11,2025/00006,4711.74,15613.84,2025-12-19,540062,6746-C-C/00006,both,324,6746-C-C/00006,5,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00008,2025-10-29,11,2025-10-29,ROCALLA SA,C-C/00006,4711.74,15613.84,Hecho,both
396,6,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-29,540063,6,2025/00008,3494.48,19108.32,2025-12-19,540063,6746-C-C/00007,both,325,6746-C-C/00007,6,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00009,2025-10-29,6,2025-10-29,ALUBIX SL,C-C/00007,3494.48,19108.32,Hecho,both
397,7,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-11-05,542286,10,2025/00012,3627.58,22735.9,2025-12-19,542286,6746-C-C/00009,both,327,6746-C-C/00009,8,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00011,2025-11-05,10,2025-11-05,ALUBIX SL,C-C/00009,3627.58,26963.64,Hecho,both
398,8,6746,ADG32 6746 ELLADO SL,Facturada,ROCALLA SA,2025-11-05,542289,15,2025/00010,4227.74,26963.64,2025-12-19,542289,6746-C-C/00008,both,326,6746-C-C/00008,7,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00010,2025-11-05,15,2025-11-05,ROCALLA SA,C-C/00008,4227.74,23336.06,Hecho,both
399,9,6746,ADG32 6746 ELLADO SL,Facturada,ALUBIX SL,2025-11-12,544968,14,2025/00014,3588.86,30552.5,2025-12-19,544968,6746-C-C/00011,both,329,6746-C-C/00011,10,6746,ADG32 6746 ELLADO SL,MGZ01/ENTRA/00013,2025-11-12,14,2025-11-12,ALUBIX SL,C-C/00011,3588.86,35033.13,Hecho,both
