R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_IDTOTS_CP,A_CLAU_UNICA_CP,A_ID_CP,A_EXPEDIENT_CP,A_EMPRESA_CP,A_REF_ODOO_CP,A_FECHA_ALTA_ODOO_CP,A_NUMERO_CP,A_FECHA_EMISION_CP,A_PROVEEDOR_CP,A_IMPORTE_CP,A_ACUMULADO_CP,A_ESTADO_CP,A_ESTADO_FACTURACION_CP,_merge
304,6,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-29,540084,9,2025/00007,4123.68,18752.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,262,6706-C-C/00006,6,6706,ADG32 6706 NSUIYHI SL,C-C/00006,2025-10-29,540084,2025-10-29,ROCALLA SA,4123.68,18752.58,Pedido de compra,Totalmente facturado,both
305,7,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-05,542292,14,2025/00014,4486.68,23239.26,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,263,6706-C-C/00007,7,6706,ADG32 6706 NSUIYHI SL,C-C/00007,2025-11-05,542292,2025-11-05,ALUBIX SL,4486.68,23239.26,Pedido de compra,Totalmente facturado,both
306,8,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-05,542296,14,2025/00011,3477.54,26716.8,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,264,6706-C-C/00008,8,6706,ADG32 6706 NSUIYHI SL,C-C/00008,2025-11-05,542296,2025-11-05,ROCALLA SA,3477.54,26716.8,Pedido de compra,Totalmente facturado,both
307,9,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-12,545010,18,2025/00012,4268.88,30985.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,266,6706-C-C/00010,10,6706,ADG32 6706 NSUIYHI SL,C-C/00010,2025-11-12,545010,2025-11-12,ROCALLA SA,4268.88,35080.32,Pedido de compra,Totalmente facturado,both
308,10,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-12,545014,17,2025/00017,4094.64,35080.32,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,265,6706-C-C/00009,9,6706,ADG32 6706 NSUIYHI SL,C-C/00009,2025-11-12,545014,2025-11-12,ALUBIX SL,4094.64,30811.44,Pedido de compra,Totalmente facturado,both
309,11,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-19,547890,21,2025/00020,4297.92,39378.24,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,268,6706-C-C/00012,12,6706,ADG32 6706 NSUIYHI SL,C-C/00012,2025-11-19,547890,2025-11-19,ALUBIX SL,4297.92,43037.28,Pedido de compra,Totalmente facturado,both
310,12,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-19,547893,19,2025/00014,3659.04,43037.28,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,267,6706-C-C/00011,11,6706,ADG32 6706 NSUIYHI SL,C-C/00011,2025-11-19,547893,2025-11-19,ROCALLA SA,3659.04,38739.36,Pedido de compra,Totalmente facturado,both
311,13,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-26,551235,25,2025/00023,4646.4,47683.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,269,6706-C-C/00013,13,6706,ADG32 6706 NSUIYHI SL,C-C/00013,2025-11-26,551235,2025-11-26,ALUBIX SL,4646.4,47683.68,Pedido de compra,Totalmente facturado,both
312,14,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-26,551237,22,2025/00019,4414.08,52097.76,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,270,6706-C-C/00014,14,6706,ADG32 6706 NSUIYHI SL,C-C/00014,2025-11-26,551237,2025-11-26,ROCALLA SA,4414.08,52097.76,Pedido de compra,Totalmente facturado,both
313,15,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-03,554393,30,2025/00026,3731.64,55829.4,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,271,6706-C-C/00015,15,6706,ADG32 6706 NSUIYHI SL,C-C/00015,2025-12-03,554393,2025-12-03,ALUBIX SL,3731.64,55829.4,Pedido de compra,Totalmente facturado,both
314,16,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-03,554394,25,2025/00020,4443.12,60272.52,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,272,6706-C-C/00016,16,6706,ADG32 6706 NSUIYHI SL,C-C/00016,2025-12-03,554394,2025-12-03,ROCALLA SA,4443.12,60272.52,Pedido de compra,Totalmente facturado,both
315,17,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-10,556824,33,2025/00029,3615.48,0.0,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,274,6706-C-C/00018,18,6706,ADG32 6706 NSUIYHI SL,C-C/00018,2025-12-10,556824,2025-12-10,ALUBIX SL,3615.48,67902.78,Pedido de compra,Totalmente facturado,both
316,18,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-10,556826,26,2025/00022,4014.78,67902.78,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,273,6706-C-C/00017,17,6706,ADG32 6706 NSUIYHI SL,C-C/00017,2025-12-10,556826,2025-12-10,ROCALLA SA,4014.78,64287.3,Pedido de compra,Totalmente facturado,both
317,19,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561004,35,2025/00036,3332.34,71235.12,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,276,6706-C-C/00020,20,6706,ADG32 6706 NSUIYHI SL,C-C/00020,2025-12-18,561004,2025-12-18,ALUBIX SL,3332.34,74581.98,Pedido de compra,Totalmente facturado,both
318,20,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-18,561005,30,2025/00024,3346.86,74581.98,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,275,6706-C-C/00019,19,6706,ADG32 6706 NSUIYHI SL,C-C/00019,2025-12-18,561005,2025-12-18,ROCALLA SA,3346.86,71249.64,Pedido de compra,Totalmente facturado,both
319,21,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561044,39,2025/00034,72.6,74654.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,277,6706-C-C/00021,21,6706,ADG32 6706 NSUIYHI SL,C-C/00021,2025-12-18,561044,2025-12-18,ALUBIX SL,72.6,74654.58,Pedido de compra,Totalmente facturado,both
320,1,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-17,535286,1,2025/00003,1323.74,1323.74,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,279,6707-C-C/00002,2,6707,ADG32 6707 MOUAZINE SL,C-C/00002,2025-10-17,535286,2025-10-17,ALUBIX SL,1323.74,2732.18,Pedido de compra,Totalmente facturado,both
321,2,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-17,535292,2,2025/00004,1408.44,2732.18,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,278,6707-C-C/00001,1,6707,ADG32 6707 MOUAZINE SL,C-C/00001,2025-10-17,535292,2025-10-17,ROCALLA SA,1408.44,1408.44,Pedido de compra,Totalmente facturado,both
322,3,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-22,537117,3,2025/00007,4293.08,7025.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,280,6707-C-C/00003,3,6707,ADG32 6707 MOUAZINE SL,C-C/00003,2025-10-22,537117,2025-10-22,ALUBIX SL,4293.08,7025.26,Pedido de compra,Totalmente facturado,both
323,4,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-22,537120,6,2025/00009,4421.34,11446.6,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,281,6707-C-C/00004,4,6707,ADG32 6707 MOUAZINE SL,C-C/00004,2025-10-22,537120,2025-10-22,ROCALLA SA,4421.34,11446.6,Pedido de compra,Totalmente facturado,both
324,5,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-29,540095,6,2025/00012,4135.78,15582.38,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,283,6707-C-C/00006,6,6707,ADG32 6707 MOUAZINE SL,C-C/00006,2025-10-29,540095,2025-10-29,ALUBIX SL,4135.78,19727.84,Pedido de compra,Totalmente facturado,both
325,6,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-29,540100,10,2025/00014,4145.46,19727.84,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,282,6707-C-C/00005,5,6707,ADG32 6707 MOUAZINE SL,C-C/00005,2025-10-29,540100,2025-10-29,ROCALLA SA,4145.46,15592.06,Pedido de compra,Totalmente facturado,both
326,7,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-05,542288,10,2025/00017,3947.02,23674.86,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,284,6707-C-C/00007,7,6707,ADG32 6707 MOUAZINE SL,C-C/00007,2025-11-05,542288,2025-11-05,ALUBIX SL,3947.02,23674.86,Pedido de compra,Totalmente facturado,both
327,8,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-05,542298,15,2025/00017,4094.64,27769.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,285,6707-C-C/00008,8,6707,ADG32 6707 MOUAZINE SL,C-C/00008,2025-11-05,542298,2025-11-05,ROCALLA SA,4094.64,27769.5,Pedido de compra,Totalmente facturado,both
328,9,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-13,546110,13,2025/00020,3821.18,31590.68,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,286,6707-C-C/00009,9,6707,ADG32 6707 MOUAZINE SL,C-C/00009,2025-11-14,546110,2025-11-13,ALUBIX SL,3821.18,31590.68,Pedido de compra,Totalmente facturado,both
329,10,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-13,546111,16,2025/00020,3930.08,35520.76,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,287,6707-C-C/00010,10,6707,ADG32 6707 MOUAZINE SL,C-C/00010,2025-11-14,546111,2025-11-13,ROCALLA SA,3930.08,35520.76,Pedido de compra,Totalmente facturado,both
330,11,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-19,547926,19,2025/00022,3888.94,39409.7,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,288,6707-C-C/00011,11,6707,ADG32 6707 MOUAZINE SL,C-C/00011,2025-11-19,547926,2025-11-19,ROCALLA SA,3888.94,39409.7,Pedido de compra,Totalmente facturado,both
331,12,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-19,547927,18,2025/00021,3821.18,43230.88,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,289,6707-C-C/00012,12,6707,ADG32 6707 MOUAZINE SL,C-C/00012,2025-11-19,547927,2025-11-19,ALUBIX SL,3821.18,43230.88,Pedido de compra,Totalmente facturado,both
332,13,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-26,551207,21,2025/00025,4087.38,47318.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,291,6707-C-C/00014,14,6707,ADG32 6707 MOUAZINE SL,C-C/00014,2025-11-26,551207,2025-11-26,ALUBIX SL,4087.38,51357.24,Pedido de compra,Totalmente facturado,both
333,14,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-26,551214,24,2025/00024,4038.98,51357.24,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,290,6707-C-C/00013,13,6707,ADG32 6707 MOUAZINE SL,C-C/00013,2025-11-26,551214,2025-11-26,ROCALLA SA,4038.98,47269.86,Pedido de compra,Totalmente facturado,both
334,15,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-03,554319,28,2025/00028,4014.78,55372.02,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,293,6707-C-C/00016,16,6707,ADG32 6707 MOUAZINE SL,C-C/00016,2025-12-03,554319,2025-12-03,ROCALLA SA,4014.78,59398.9,Pedido de compra,Totalmente facturado,both
335,16,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-03,554373,22,2025/00029,4026.88,59398.9,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,292,6707-C-C/00015,15,6707,ADG32 6707 MOUAZINE SL,C-C/00015,2025-12-03,554373,2025-12-03,ALUBIX SL,4026.88,55384.12,Pedido de compra,Totalmente facturado,both
336,17,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-10,556885,25,2025/00031,4290.66,63689.56,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,294,6707-C-C/00017,17,6707,ADG32 6707 MOUAZINE SL,C-C/00017,2025-12-10,556885,2025-12-10,ALUBIX SL,4290.66,63689.56,Pedido de compra,Totalmente facturado,both
337,18,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-10,556887,33,2025/00031,3961.54,67651.1,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,295,6707-C-C/00018,18,6707,ADG32 6707 MOUAZINE SL,C-C/00018,2025-12-10,556887,2025-12-10,ROCALLA SA,3961.54,67651.1,Pedido de compra,Totalmente facturado,both
338,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,296,6707-C-C/00019,19,6707,ADG32 6707 MOUAZINE SL,C-C/00019,2025-12-18,561003,2025-12-18,ROCALLA SA,4433.44,72084.54,Pedido de compra,Totalmente facturado,both
,,,,,,,,,,,,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,297,6707-C-C/00020,20,6707,ADG32 6707 MOUAZINE SL,C-C/00020,2025-12-18,561003,2025-12-18,ALUBIX SL,4205.96,76290.5,Pedido de compra,Totalmente facturado,both
339,20,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-18,561006,37,2025/00036,4433.44,76290.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,,,,,,,,,,,,,,,left_only
361,1,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-17,535289,2,2025/00001,1638.34,1638.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,299,6734-C-C/00002,2,6734,ADG32 6734 LABOLAFIO SL,C-C/00002,2025-10-17,535289,2025-10-17,ALUBIX SL,1638.34,2727.34,Pedido de compra,Totalmente facturado,both
362,2,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-17,535311,3,2025/00003,0.0,2727.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,298,6734-C-C/00001,1,6734,ADG32 6734 LABOLAFIO SL,C-C/00001,2025-10-17,535311,2025-10-17,ROCALLA SA,1089.0,1089.0,Pedido de compra,Totalmente facturado,both
363,3,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-23,537776,7,2025/00002,4704.48,7431.82,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,300,6734-C-C/00003,3,6734,ADG32 6734 LABOLAFIO SL,C-C/00003,2025-10-23,537776,2025-10-23,ALUBIX SL,4704.48,7431.82,Pedido de compra,Totalmente facturado,both
364,4,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-23,537778,8,2025/00006,3315.4,10747.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,301,6734-C-C/00004,4,6734,ADG32 6734 LABOLAFIO SL,C-C/00004,2025-10-23,537778,2025-10-23,ROCALLA SA,3315.4,10747.22,Pedido de compra,Totalmente facturado,both
365,5,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-29,540135,12,2025/00007,4481.84,15229.06,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,302,6734-C-C/00005,5,6734,ADG32 6734 LABOLAFIO SL,C-C/00005,2025-10-29,540135,2025-10-29,ALUBIX SL,4481.84,15229.06,Pedido de compra,Totalmente facturado,both
366,6,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-29,540136,10,2025/00010,3000.8,18229.86,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,303,6734-C-C/00006,6,6734,ADG32 6734 LABOLAFIO SL,C-C/00006,2025-10-29,540136,2025-10-29,ROCALLA SA,3000.8,18229.86,Pedido de compra,Totalmente facturado,both
367,7,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-05,542340,17,2025/00008,5164.28,23394.14,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,304,6734-C-C/00007,7,6734,ADG32 6734 LABOLAFIO SL,C-C/00007,2025-11-05,542340,2025-11-05,ALUBIX SL,5164.28,23394.14,Pedido de compra,Totalmente facturado,both
368,8,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-05,542341,11,2025/00014,3521.1,26915.24,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,305,6734-C-C/00008,8,6734,ADG32 6734 LABOLAFIO SL,C-C/00008,2025-11-05,542341,2025-11-05,ROCALLA SA,3521.1,26915.24,Pedido de compra,Totalmente facturado,both
369,9,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-12,545007,20,2025/00010,4694.8,31610.04,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,306,6734-C-C/00009,9,6734,ADG32 6734 LABOLAFIO SL,C-C/00009,2025-11-12,545007,2025-11-12,ALUBIX SL,4694.8,31610.04,Pedido de compra,Totalmente facturado,both
370,10,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-12,545011,15,2025/00019,3273.05,34883.09,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,307,6734-C-C/00010,10,6734,ADG32 6734 LABOLAFIO SL,C-C/00010,2025-11-12,545011,2025-11-12,ROCALLA SA,3273.05,34883.09,Pedido de compra,Totalmente facturado,both
371,11,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-20,548618,24,2025/00014,5103.78,39986.87,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,308,6734-C-C/00011,11,6734,ADG32 6734 LABOLAFIO SL,C-C/00011,2025-11-20,548618,2025-11-20,ALUBIX SL,5103.78,39986.87,Pedido de compra,Totalmente facturado,both
372,12,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-20,548619,20,2025/00020,3067.35,43054.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,309,6734-C-C/00012,12,6734,ADG32 6734 LABOLAFIO SL,C-C/00012,2025-11-20,548619,2025-11-20,ROCALLA SA,3067.35,43054.22,Pedido de compra,Totalmente facturado,both
373,13,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551239,30,2025/00019,5055.38,48109.6,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,310,6734-C-C/00013,13,6734,ADG32 6734 LABOLAFIO SL,C-C/00013,2025-11-26,551239,2025-11-26,ALUBIX SL,5055.38,48109.6,Pedido de compra,Totalmente facturado,both
374,14,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-26,551242,23,2025/00021,3763.1,51872.7,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,311,6734-C-C/00014,14,6734,ADG32 6734 LABOLAFIO SL,C-C/00014,2025-11-26,551242,2025-11-26,ROCALLA SA,3763.1,51872.7,Pedido de compra,Totalmente facturado,both
375,15,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551322,34,2025/00020,522.72,52395.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,312,6734-C-C/00015,15,6734,ADG32 6734 LABOLAFIO SL,C-C/00015,2025-11-26,551322,2025-11-26,ALUBIX SL,522.72,52395.42,Pedido de compra,Totalmente facturado,both
376,16,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-03,554320,36,2025/00024,4549.6,56945.02,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,313,6734-C-C/00016,16,6734,ADG32 6734 LABOLAFIO SL,C-C/00016,2025-12-03,554320,2025-12-03,ALUBIX SL,4549.6,56945.02,Pedido de compra,Totalmente facturado,both
377,17,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-03,554322,24,2025/00022,3557.4,60502.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,314,6734-C-C/00017,17,6734,ADG32 6734 LABOLAFIO SL,C-C/00017,2025-12-03,554322,2025-12-03,ROCALLA SA,3557.4,60502.42,Pedido de compra,Totalmente facturado,both
378,18,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-10,556830,41,2025/00025,5052.96,65555.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,316,6734-C-C/00019,19,6734,ADG32 6734 LABOLAFIO SL,C-C/00019,2025-12-10,556830,2025-12-10,ALUBIX SL,5052.96,68822.38,Pedido de compra,Totalmente facturado,both
379,19,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-10,556836,25,2025/00026,0.0,68822.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,315,6734-C-C/00018,18,6734,ADG32 6734 LABOLAFIO SL,C-C/00018,2025-12-10,556836,2025-12-10,ROCALLA SA,3267.0,63769.42,Pedido de compra,Totalmente facturado,both
380,20,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-17,560857,43,2025/00026,4510.88,73333.26,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,317,6734-C-C/00020,20,6734,ADG32 6734 LABOLAFIO SL,C-C/00020,2025-12-17,560857,2025-12-17,ALUBIX SL,4510.88,73333.26,Pedido de compra,Totalmente facturado,both
381,21,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-17,560858,27,2025/00031,3236.75,76570.01,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,318,6734-C-C/00021,21,6734,ADG32 6734 LABOLAFIO SL,C-C/00021,2025-12-17,560858,2025-12-17,ROCALLA SA,3236.75,76570.01,Pedido de compra,Totalmente facturado,both
382,1,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-17,535290,2,2025/00001,1074.48,1074.48,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,320,6746-C-C/00002,2,6746,ADG32 6746 ELLADO SL,C-C/00002,2025-10-17,535290,2025-10-17,ALUBIX SL,1074.48,2497.44,Pedido de compra,Totalmente facturado,both
383,2,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-17,535301,3,2025/00002,1422.96,2497.44,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,319,6746-C-C/00001,1,6746,ADG32 6746 ELLADO SL,C-C/00001,2025-10-17,535301,2025-10-17,ROCALLA SA,1422.96,1422.96,Pedido de compra,Totalmente facturado,both
384,3,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-22,537076,3,2025/00005,3765.52,6262.96,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,322,6746-C-C/00004,4,6746,ADG32 6746 ELLADO SL,C-C/00004,2025-10-22,537076,2025-10-22,ALUBIX SL,3765.52,10902.1,Pedido de compra,Totalmente facturado,both
385,4,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-22,537079,8,2025/00004,4639.14,10902.1,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,321,6746-C-C/00003,3,6746,ADG32 6746 ELLADO SL,C-C/00003,2025-10-22,537079,2025-10-22,ROCALLA SA,4639.14,7136.58,Pedido de compra,Totalmente facturado,both
386,5,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-29,540062,11,2025/00006,4711.74,15613.84,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,323,6746-C-C/00006,5,6746,ADG32 6746 ELLADO SL,C-C/00006,2025-10-29,540062,2025-10-29,ROCALLA SA,4711.74,15613.84,Pedido de compra,Totalmente facturado,both
387,6,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-29,540063,6,2025/00008,3494.48,19108.32,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,324,6746-C-C/00007,6,6746,ADG32 6746 ELLADO SL,C-C/00007,2025-10-29,540063,2025-10-29,ALUBIX SL,3494.48,19108.32,Pedido de compra,Totalmente facturado,both
388,7,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-05,542286,10,2025/00012,3627.58,22735.9,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,326,6746-C-C/00009,8,6746,ADG32 6746 ELLADO SL,C-C/00009,2025-11-05,542286,2025-11-05,ALUBIX SL,3627.58,26963.64,Pedido de compra,Totalmente facturado,both
389,8,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-05,542289,15,2025/00010,4227.74,26963.64,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,325,6746-C-C/00008,7,6746,ADG32 6746 ELLADO SL,C-C/00008,2025-11-05,542289,2025-11-05,ROCALLA SA,4227.74,23336.06,Pedido de compra,Totalmente facturado,both
