R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CF,A_CLAU_UNICA_CF,A_ID_CF,A_EXPEDIENT_CF,A_EMPRESA_CF,A_REF_ODOO_CF,A_PROVEEDOR_CF,A_NUMERO_CF,A_FECHA_EMISION_CF,A_ORIGEN_CF,A_IMPORTE_CF,A_ACUMULADO_CF,A_ESTADO_PAGO_CF,_merge
307,9,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-12,545010,18,2025/00012,4268.88,30985.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,545010,6706-C-C/00010,both,253,6706-C-C/00010,10,6706,ADG32 6706 NSUIYHI SL,FC/2025/0010,ROCALLA SA,2025/00012,2025-11-12,C-C/00010,4268.88,35080.32,Pagada,both
308,10,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-12,545014,17,2025/00017,4094.64,35080.32,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,545014,6706-C-C/00009,both,252,6706-C-C/00009,9,6706,ADG32 6706 NSUIYHI SL,FC/2025/0009,ALUBIX SL,2025/00017,2025-11-12,C-C/00009,4094.64,30811.44,Pagada,both
309,11,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-19,547890,21,2025/00020,4297.92,39378.24,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,547890,6706-C-C/00012,both,255,6706-C-C/00012,12,6706,ADG32 6706 NSUIYHI SL,FC/2025/0027,ALUBIX SL,2025/00020,2025-11-19,C-C/00012,4297.92,43037.28,Pagada,both
310,12,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-19,547893,19,2025/00014,3659.04,43037.28,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,547893,6706-C-C/00011,both,254,6706-C-C/00011,11,6706,ADG32 6706 NSUIYHI SL,FC/2025/0028,ROCALLA SA,2025/00014,2025-11-19,C-C/00011,3659.04,38739.36,Pagada,both
311,13,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-26,551235,25,2025/00023,4646.4,47683.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,551235,6706-C-C/00013,both,256,6706-C-C/00013,13,6706,ADG32 6706 NSUIYHI SL,FC/2025/0033,ALUBIX SL,2025/00023,2025-11-26,C-C/00013,4646.4,47683.68,Publicado,both
312,14,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-26,551237,22,2025/00019,4414.08,52097.76,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,551237,6706-C-C/00014,both,257,6706-C-C/00014,14,6706,ADG32 6706 NSUIYHI SL,FC/2025/0032,ROCALLA SA,2025/00019,2025-11-26,C-C/00014,4414.08,52097.76,Publicado,both
313,15,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-03,554393,30,2025/00026,3731.64,55829.4,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,554393,6706-C-C/00015,both,258,6706-C-C/00015,15,6706,ADG32 6706 NSUIYHI SL,FC/2025/0035,ALUBIX SL,2025/00026,2025-12-03,C-C/00015,3731.64,55829.4,Publicado,both
314,16,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-03,554394,25,2025/00020,4443.12,60272.52,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,554394,6706-C-C/00016,both,259,6706-C-C/00016,16,6706,ADG32 6706 NSUIYHI SL,FC/2025/0034,ROCALLA SA,2025/00020,2025-12-03,C-C/00016,4443.12,60272.52,Publicado,both
315,17,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-10,556824,33,2025/00029,3615.48,0.0,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,556824,6706-C-C/00018,both,261,6706-C-C/00018,18,6706,ADG32 6706 NSUIYHI SL,FC/2025/0043,ALUBIX SL,2025/00029,2025-12-10,C-C/00018,3615.48,67902.78,Publicado,both
316,18,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-10,556826,26,2025/00022,4014.78,67902.78,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,556826,6706-C-C/00017,both,260,6706-C-C/00017,17,6706,ADG32 6706 NSUIYHI SL,FC/2025/0042,ROCALLA SA,2025/00022,2025-12-10,C-C/00017,4014.78,64287.3,Publicado,both
317,19,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561004,35,2025/00036,3332.34,71235.12,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561004,6706-C-C/00020,both,263,6706-C-C/00020,20,6706,ADG32 6706 NSUIYHI SL,FC/2025/0046,ALUBIX SL,2025/00036,2025-12-19,C-C/00020,3259.74,74509.38,Publicado,both
318,20,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-12-18,561005,30,2025/00024,3346.86,74581.98,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561005,6706-C-C/00019,both,262,6706-C-C/00019,19,6706,ADG32 6706 NSUIYHI SL,FC/2025/0047,ROCALLA SA,2025/00024,2025-12-19,C-C/00019,3346.86,71249.64,Publicado,both
319,21,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-12-18,561044,39,2025/00034,72.6,74654.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,561044,6706-C-C/00021,both,264,6706-C-C/00021,21,6706,ADG32 6706 NSUIYHI SL,FC/2025/0045,ALUBIX SL,2025/00034,2025-12-19,C-C/00021,72.6,74581.98,Publicado,both
320,1,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-17,535286,1,2025/00003,1323.74,1323.74,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,535286,6707-C-C/00002,both,266,6707-C-C/00002,2,6707,ADG32 6707 MOUAZINE SL,FC/2025/0002,ALUBIX SL,2025/00003,2025-10-17,C-C/00002,1323.74,2732.18,Pagada,both
321,2,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-17,535292,2,2025/00004,1408.44,2732.18,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,535292,6707-C-C/00001,both,265,6707-C-C/00001,1,6707,ADG32 6707 MOUAZINE SL,FC/2025/0001,ROCALLA SA,2025/00004,2025-10-17,C-C/00001,1408.44,1408.44,Pagada,both
322,3,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-22,537117,3,2025/00007,4293.08,7025.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,537117,6707-C-C/00003,both,267,6707-C-C/00003,3,6707,ADG32 6707 MOUAZINE SL,FC/2025/0003,ALUBIX SL,2025/00007,2025-10-22,C-C/00003,4293.08,7025.26,Pagada,both
323,4,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-22,537120,6,2025/00009,4421.34,11446.6,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,537120,6707-C-C/00004,both,268,6707-C-C/00004,4,6707,ADG32 6707 MOUAZINE SL,FC/2025/0004,ROCALLA SA,2025/00009,2025-10-22,C-C/00004,4421.34,11446.6,Pagada,both
324,5,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-10-29,540095,6,2025/00012,4135.78,15582.38,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,540095,6707-C-C/00006,both,270,6707-C-C/00006,6,6707,ADG32 6707 MOUAZINE SL,FC/2025/0006,ALUBIX SL,2025/00012,2025-10-29,C-C/00006,4135.78,19727.84,Pagada,both
325,6,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-10-29,540100,10,2025/00014,4145.46,19727.84,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,540100,6707-C-C/00005,both,269,6707-C-C/00005,5,6707,ADG32 6707 MOUAZINE SL,FC/2025/0005,ROCALLA SA,2025/00014,2025-10-29,C-C/00005,4145.46,15592.06,Pagada,both
326,7,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-05,542288,10,2025/00017,3947.02,23674.86,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,542288,6707-C-C/00007,both,271,6707-C-C/00007,7,6707,ADG32 6707 MOUAZINE SL,FC/2025/0007,ALUBIX SL,2025/00017,2025-11-05,C-C/00007,3947.02,23674.86,Pagada,both
327,8,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-05,542298,15,2025/00017,4094.64,27769.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,542298,6707-C-C/00008,both,272,6707-C-C/00008,8,6707,ADG32 6707 MOUAZINE SL,FC/2025/0008,ROCALLA SA,2025/00017,2025-11-05,C-C/00008,4094.64,27769.5,Pagada,both
328,9,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-13,546110,13,2025/00020,3821.18,31590.68,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,546110,6707-C-C/00009,both,273,6707-C-C/00009,9,6707,ADG32 6707 MOUAZINE SL,FC/2025/0010,ALUBIX SL,2025/00020,2025-11-13,C-C/00009,3821.18,31590.68,Pagada,both
329,10,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-13,546111,16,2025/00020,3930.08,35520.76,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,546111,6707-C-C/00010,both,274,6707-C-C/00010,10,6707,ADG32 6707 MOUAZINE SL,FC/2025/0009,ROCALLA SA,2025/00020,2025-11-13,C-C/00010,3930.08,35520.76,Pagada,both
330,11,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-19,547926,19,2025/00022,3888.94,39409.7,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,547926,6707-C-C/00011,both,275,6707-C-C/00011,11,6707,ADG32 6707 MOUAZINE SL,FC/2025/0027,ROCALLA SA,2025/00022,2025-11-19,C-C/00011,3888.94,39409.7,Pagada,both
331,12,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-19,547927,18,2025/00021,3821.18,43230.88,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,547927,6707-C-C/00012,both,276,6707-C-C/00012,12,6707,ADG32 6707 MOUAZINE SL,FC/2025/0028,ALUBIX SL,2025/00021,2025-11-19,C-C/00012,3821.18,43230.88,Pagada,both
332,13,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-11-26,551207,21,2025/00025,4087.38,47318.26,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,551207,6707-C-C/00014,both,278,6707-C-C/00014,14,6707,ADG32 6707 MOUAZINE SL,FC/2025/0030,ALUBIX SL,2025/00025,2025-11-26,C-C/00014,4087.38,51357.24,Publicado,both
333,14,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-11-26,551214,24,2025/00024,4038.98,51357.24,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,551214,6707-C-C/00013,both,277,6707-C-C/00013,13,6707,ADG32 6707 MOUAZINE SL,FC/2025/0029,ROCALLA SA,2025/00024,2025-11-26,C-C/00013,4038.98,47269.86,Publicado,both
334,15,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-03,554319,28,2025/00028,4014.78,55372.02,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,554319,6707-C-C/00016,both,280,6707-C-C/00016,16,6707,ADG32 6707 MOUAZINE SL,FC/2025/0032,ROCALLA SA,2025/00028,2025-12-03,C-C/00016,4014.78,59398.9,Publicado,both
335,16,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-03,554373,22,2025/00029,4026.88,59398.9,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,554373,6707-C-C/00015,both,279,6707-C-C/00015,15,6707,ADG32 6707 MOUAZINE SL,FC/2025/0031,ALUBIX SL,2025/00029,2025-12-03,C-C/00015,4026.88,55384.12,Publicado,both
336,17,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-10,556885,25,2025/00031,4290.66,63689.56,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,556885,6707-C-C/00017,both,281,6707-C-C/00017,17,6707,ADG32 6707 MOUAZINE SL,FC/2025/0036,ALUBIX SL,2025/00031,2025-12-10,C-C/00017,4290.66,63689.56,Publicado,both
337,18,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-10,556887,33,2025/00031,3961.54,67651.1,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,556887,6707-C-C/00018,both,282,6707-C-C/00018,18,6707,ADG32 6707 MOUAZINE SL,FC/2025/0037,ROCALLA SA,2025/00031,2025-12-10,C-C/00018,3961.54,67651.1,Publicado,both
338,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,561003,6707-C-C/00019,both,283,6707-C-C/00019,19,6707,ADG32 6707 MOUAZINE SL,FC/2025/0046,ROCALLA SA,2025/00036,2025-12-18,C-C/00019,4433.44,72084.54,Publicado,both
338,19,6707,ADG32 6707 MOUAZINE SL,Pagada,ALUBIX SL,2025-12-18,561003,29,2025/00033,4205.96,71857.06,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,561003,6707-C-C/00020,both,284,6707-C-C/00020,20,6707,ADG32 6707 MOUAZINE SL,FC/2025/0045,ALUBIX SL,2025/00033,2025-12-18,C-C/00020,4205.96,76290.5,Publicado,both
339,20,6707,ADG32 6707 MOUAZINE SL,Pagada,ROCALLA SA,2025-12-18,561006,37,2025/00036,4433.44,76290.5,2025-12-19,6707,ADG32 6707 MOUAZINE SL,2025-12-19,ENTREGADA,,,left_only,,,,,,,,,,,,,,left_only
361,1,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-17,535289,2,2025/00001,1638.34,1638.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,535289,6734-C-C/00002,both,286,6734-C-C/00002,2,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0001,ALUBIX SL,2025/00001,2025-10-17,C-C/00002,1638.34,2727.34,Publicado,both
362,2,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-17,535311,3,2025/00003,1089.0,2727.34,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,535311,6734-C-C/00001,both,285,6734-C-C/00001,1,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0002,ROCALLA SA,2025/00003,2025-10-17,C-C/00001,1089.0,1089.0,Pagada,both
363,3,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-23,537776,7,2025/00002,4704.48,7431.82,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,537776,6734-C-C/00003,both,287,6734-C-C/00003,3,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0003,ALUBIX SL,2025/00002,2025-10-23,C-C/00003,4704.48,7431.82,Publicado,both
364,4,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-23,537778,8,2025/00006,3315.4,10747.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,537778,6734-C-C/00004,both,288,6734-C-C/00004,4,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0004,ROCALLA SA,2025/00006,2025-10-23,C-C/00004,3315.4,10747.22,Pagada,both
365,5,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-10-29,540135,12,2025/00007,4481.84,15229.06,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,540135,6734-C-C/00005,both,289,6734-C-C/00005,5,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0005,ALUBIX SL,2025/00007,2025-10-29,C-C/00005,4481.84,15229.06,Publicado,both
366,6,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-10-29,540136,10,2025/00010,3000.8,18229.86,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,540136,6734-C-C/00006,both,290,6734-C-C/00006,6,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0006,ROCALLA SA,2025/00010,2025-10-29,C-C/00006,3000.8,18229.86,Pagada,both
367,7,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-05,542340,17,2025/00008,5164.28,23394.14,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,542340,6734-C-C/00007,both,291,6734-C-C/00007,7,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0007,ALUBIX SL,2025/00008,2025-11-05,C-C/00007,5164.28,23394.14,Publicado,both
368,8,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-05,542341,11,2025/00014,3521.1,26915.24,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,542341,6734-C-C/00008,both,292,6734-C-C/00008,8,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0008,ROCALLA SA,2025/00014,2025-11-05,C-C/00008,3521.1,26915.24,Pagada,both
369,9,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-12,545007,20,2025/00010,4694.8,31610.04,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,545007,6734-C-C/00009,both,293,6734-C-C/00009,9,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0009,ALUBIX SL,2025/00010,2025-11-12,C-C/00009,4694.8,31610.04,Publicado,both
370,10,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-12,545011,15,2025/00019,3273.05,34883.09,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,545011,6734-C-C/00010,both,294,6734-C-C/00010,10,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0010,ROCALLA SA,2025/00019,2025-11-12,C-C/00010,3273.05,34883.09,Pagada,both
371,11,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-20,548618,24,2025/00014,5103.78,39986.87,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,548618,6734-C-C/00011,both,295,6734-C-C/00011,11,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0027,ALUBIX SL,2025/00014,2025-11-20,C-C/00011,5103.78,39986.87,Publicado,both
372,12,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-20,548619,20,2025/00020,3067.35,43054.22,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,548619,6734-C-C/00012,both,296,6734-C-C/00012,12,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0028,ROCALLA SA,2025/00020,2025-11-20,C-C/00012,3067.35,43054.22,Pagada,both
373,13,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551239,30,2025/00019,5055.38,48109.6,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551239,6734-C-C/00013,both,297,6734-C-C/00013,13,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0032,ALUBIX SL,2025/00019,2025-11-26,C-C/00013,5055.38,48109.6,Publicado,both
374,14,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-11-26,551242,23,2025/00021,3763.1,51872.7,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551242,6734-C-C/00014,both,298,6734-C-C/00014,14,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0033,ROCALLA SA,2025/00021,2025-11-26,C-C/00014,3763.1,51872.7,Publicado,both
375,15,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-11-26,551322,34,2025/00020,522.72,52395.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,551322,6734-C-C/00015,both,299,6734-C-C/00015,15,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0034,ALUBIX SL,2025/00020,2025-11-26,C-C/00015,522.72,52395.42,Publicado,both
376,16,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-03,554320,36,2025/00024,4549.6,56945.02,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,554320,6734-C-C/00016,both,300,6734-C-C/00016,16,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0041,ALUBIX SL,2025/00024,2025-12-03,C-C/00016,4549.6,56945.02,Publicado,both
377,17,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-03,554322,24,2025/00022,3557.4,60502.42,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,554322,6734-C-C/00017,both,301,6734-C-C/00017,17,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0042,ROCALLA SA,2025/00022,2025-12-03,C-C/00017,3557.4,60502.42,Publicado,both
378,18,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-10,556830,41,2025/00025,5052.96,65555.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,556830,6734-C-C/00019,both,303,6734-C-C/00019,19,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0047,ALUBIX SL,2025/00025,2025-12-10,C-C/00019,5052.96,68822.38,Publicado,both
379,19,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-10,556836,25,2025/00026,3267.0,68822.38,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,556836,6734-C-C/00018,both,302,6734-C-C/00018,18,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0046,ROCALLA SA,2025/00026,2025-12-10,C-C/00018,3267.0,63769.42,Publicado,both
380,20,6734,ADG32 6734 LABOLAFIO SL,Pagada,ALUBIX SL,2025-12-17,560857,43,2025/00026,4510.88,73333.26,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,560857,6734-C-C/00020,both,304,6734-C-C/00020,20,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0050,ALUBIX SL,2025/00026,2025-12-17,C-C/00020,4510.88,73333.26,Publicado,both
381,21,6734,ADG32 6734 LABOLAFIO SL,Pagada,ROCALLA SA,2025-12-17,560858,27,2025/00031,3236.75,76570.01,2025-12-19,6734,ADG32 6734 LABOLAFIO SL,2025-12-19,ENTREGADA,560858,6734-C-C/00021,both,305,6734-C-C/00021,21,6734,ADG32 6734 LABOLAFIO SL,FC/2025/0051,ROCALLA SA,2025/00031,2025-12-17,C-C/00021,3236.75,76570.01,Publicado,both
382,1,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-17,535290,2,2025/00001,1074.48,1074.48,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,535290,6746-C-C/00002,both,307,6746-C-C/00002,2,6746,ADG32 6746 ELLADO SL,FC/2025/0001,ALUBIX SL,2025/00001,2025-10-17,C-C/00002,1074.48,2497.44,Pagada,both
383,2,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-17,535301,3,2025/00002,1422.96,2497.44,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,535301,6746-C-C/00001,both,306,6746-C-C/00001,1,6746,ADG32 6746 ELLADO SL,FC/2025/0002,ROCALLA SA,2025/00002,2025-10-17,C-C/00001,1422.96,1422.96,Pagada,both
384,3,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-22,537076,3,2025/00005,3765.52,6262.96,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,537076,6746-C-C/00004,both,309,6746-C-C/00004,4,6746,ADG32 6746 ELLADO SL,FC/2025/0004,ALUBIX SL,2025/00005,2025-10-22,C-C/00004,3765.52,10902.1,Pagada,both
385,4,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-22,537079,8,2025/00004,4639.14,10902.1,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,537079,6746-C-C/00003,both,308,6746-C-C/00003,3,6746,ADG32 6746 ELLADO SL,FC/2025/0003,ROCALLA SA,2025/00004,2025-10-22,C-C/00003,4639.14,7136.58,Pagada,both
386,5,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-10-29,540062,11,2025/00006,4711.74,15613.84,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,540062,6746-C-C/00006,both,310,6746-C-C/00006,5,6746,ADG32 6746 ELLADO SL,FC/2025/0005,ROCALLA SA,2025/00006,2025-10-29,C-C/00006,4711.74,15613.84,Pagada,both
387,6,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-10-29,540063,6,2025/00008,3494.48,19108.32,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,540063,6746-C-C/00007,both,311,6746-C-C/00007,6,6746,ADG32 6746 ELLADO SL,FC/2025/0006,ALUBIX SL,2025/00008,2025-10-29,C-C/00007,3494.48,19108.32,Pagada,both
388,7,6746,ADG32 6746 ELLADO SL,Pagada,ALUBIX SL,2025-11-05,542286,10,2025/00012,3627.58,22735.9,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,542286,6746-C-C/00009,both,313,6746-C-C/00009,8,6746,ADG32 6746 ELLADO SL,FC/2025/0008,ALUBIX SL,2025/00012,2025-11-05,C-C/00009,3627.58,26963.64,Pagada,both
389,8,6746,ADG32 6746 ELLADO SL,Pagada,ROCALLA SA,2025-11-05,542289,15,2025/00010,4227.74,26963.64,2025-12-19,6746,ADG32 6746 ELLADO SL,2025-12-19,ENTREGADA,542289,6746-C-C/00008,both,312,6746-C-C/00008,7,6746,ADG32 6746 ELLADO SL,FC/2025/0007,ROCALLA SA,2025/00010,2025-11-05,C-C/00008,4227.74,23336.06,Pagada,both
