ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
145,34,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:48:23,MGZ01/SURT/00022,MGZ01/Stock,Customers,23,,23,61,OP_INTERMITJA,Hecho
146,35,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:49:30,MGZ01/SURT/00023,MGZ01/Stock,Customers,33,,33,28,OP_INTERMITJA,Hecho
147,36,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:50:19,MGZ01/SURT/00024,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
148,37,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:07:55,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,102,102,,102,OP_INTERMITJA,Hecho
149,38,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:26:09,MGZ01/SURT/00031,MGZ01/Stock,Customers,43,,43,59,OP_INTERMITJA,Hecho
150,39,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:27:12,MGZ01/SURT/00032,MGZ01/Stock,Customers,26,,26,33,OP_INTERMITJA,Hecho
151,40,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:30:33,MGZ01/SURT/00033,MGZ01/Stock,Customers,33,,33,0,OP_FINAL,Hecho
152,1,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-17 09:45:29,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,11,11,,11,OP_INICIAL,Hecho
153,2,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
154,3,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 12:30:47,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,30,30,,30,OP_INTERMITJA,Hecho
155,4,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,12,,12,18,OP_INTERMITJA,Hecho
156,5,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,11,,11,7,OP_INTERMITJA,Hecho
157,6,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,7,,7,0,OP_INTERMITJA,Hecho
158,7,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:29:44,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,26,26,,26,OP_INTERMITJA,Hecho
159,8,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,9,,9,17,OP_INTERMITJA,Hecho
160,9,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,8,,8,9,OP_INTERMITJA,Hecho
161,10,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
162,11,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:23:48,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,32,32,,32,OP_INTERMITJA,Hecho
163,12,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,15,,15,17,OP_INTERMITJA,Hecho
164,13,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,9,,9,8,OP_INTERMITJA,Hecho
165,14,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,8,,8,0,OP_INTERMITJA,Hecho
166,15,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:26:09,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,32,32,,32,OP_INTERMITJA,Hecho
167,16,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,8,,8,24,OP_INTERMITJA,Hecho
168,17,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,11,,11,13,OP_INTERMITJA,Hecho
169,18,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,13,,13,0,OP_INTERMITJA,Hecho
170,19,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:35:25,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
171,20,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
172,21,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,11,,11,7,OP_INTERMITJA,Hecho
173,22,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,7,,7,0,OP_INTERMITJA,Hecho
174,23,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:41:56,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
175,24,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
176,25,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,9,,9,9,OP_INTERMITJA,Hecho
177,26,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
178,27,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:14:30,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
179,28,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,7,,7,18,OP_INTERMITJA,Hecho
180,29,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,13,,13,5,OP_INTERMITJA,Hecho
181,30,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,5,,5,0,OP_INTERMITJA,Hecho
182,31,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:18:30,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
183,32,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
184,33,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,9,,9,5,OP_INTERMITJA,Hecho
185,34,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,5,,5,0,OP_FINAL,Hecho
186,1,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-17 09:45:29,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,9,9,,9,OP_INICIAL,Hecho
187,2,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
188,3,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:30:47,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,1,1,,1,OP_INTERMITJA,Hecho
189,4,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:46:09,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,37,37,,38,OP_INTERMITJA,Hecho
190,5,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,14,,14,24,OP_INTERMITJA,Hecho
191,6,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,9,,9,15,OP_INTERMITJA,Hecho
192,7,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,15,,15,0,OP_INTERMITJA,Hecho
193,8,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:29:44,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,38,38,,38,OP_INTERMITJA,Hecho
194,9,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,11,,11,27,OP_INTERMITJA,Hecho
195,10,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,13,,13,14,OP_INTERMITJA,Hecho
196,11,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
197,12,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:23:48,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,43,43,,43,OP_INTERMITJA,Hecho
198,13,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,16,,16,27,OP_INTERMITJA,Hecho
199,14,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,14,,14,13,OP_INTERMITJA,Hecho
200,15,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,13,,13,0,OP_INTERMITJA,Hecho
201,16,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:26:09,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
202,17,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,13,,13,18,OP_INTERMITJA,Hecho
203,18,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,7,,7,11,OP_INTERMITJA,Hecho
204,19,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
205,20,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:35:25,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
206,21,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,6,,6,25,OP_INTERMITJA,Hecho
207,22,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
208,23,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
209,24,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:41:56,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
210,25,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
211,26,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,8,,8,10,OP_INTERMITJA,Hecho
212,27,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,10,,10,0,OP_INTERMITJA,Hecho
213,28,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:14:30,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
214,29,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,11,,11,20,OP_INTERMITJA,Hecho
215,30,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,11,,11,9,OP_INTERMITJA,Hecho
216,31,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
217,32,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:18:30,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,37,37,,37,OP_INTERMITJA,Hecho
218,33,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,11,,11,26,OP_INTERMITJA,Hecho
219,34,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,17,,17,9,OP_INTERMITJA,Hecho
220,35,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,9,,9,0,OP_FINAL,Hecho
221,1,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,11,11,,11,OP_INICIAL,Hecho
222,2,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
223,3,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 12:30:28,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,38,38,,38,OP_INTERMITJA,Hecho
224,4,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,14,,14,24,OP_INTERMITJA,Hecho
225,5,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,10,,10,14,OP_INTERMITJA,Hecho
226,6,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
227,7,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:27:23,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
228,8,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,8,,8,17,OP_INTERMITJA,Hecho
229,9,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,11,,11,6,OP_INTERMITJA,Hecho
230,10,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,6,,6,0,OP_INTERMITJA,Hecho
231,11,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:19:58,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,30,30,,30,OP_INTERMITJA,Hecho
232,12,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,9,,9,21,OP_INTERMITJA,Hecho
233,13,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,12,,12,9,OP_INTERMITJA,Hecho
234,14,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
235,15,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:24:03,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
236,16,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,9,,9,19,OP_INTERMITJA,Hecho
237,17,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,7,,7,12,OP_INTERMITJA,Hecho
238,18,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,12,,12,0,OP_INTERMITJA,Hecho
239,19,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:33:02,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
240,20,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
241,21,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,3,,3,11,OP_INTERMITJA,Hecho
242,22,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
243,23,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:44:03,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,50,50,,50,OP_INTERMITJA,Hecho
244,24,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,22,,22,28,OP_INTERMITJA,Hecho
245,25,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,17,,17,11,OP_INTERMITJA,Hecho
246,26,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
247,27,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-03 09:13:11,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,33,33,,33,OP_INTERMITJA,Hecho
248,28,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,10,,10,23,OP_INTERMITJA,Hecho
249,29,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,9,,9,14,OP_INTERMITJA,Hecho
250,30,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
251,31,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-10 09:16:37,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,22,22,,22,OP_INTERMITJA,Hecho
252,32,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,8,,8,14,OP_INTERMITJA,Hecho
253,33,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,6,,6,8,OP_INTERMITJA,Hecho
254,34,6265,ADG32 6265 SMORENO SL,_P003_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,8,,8,0,OP_FINAL,Hecho
255,1,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,8,8,,8,OP_INICIAL,Hecho
256,2,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,8,,8,0,OP_INTERMITJA,Hecho
257,3,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-22 12:30:28,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,19,19,,19,OP_INTERMITJA,Hecho
258,4,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,6,,6,13,OP_INTERMITJA,Hecho
259,5,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,8,,8,5,OP_INTERMITJA,Hecho
260,6,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,5,,5,0,OP_INTERMITJA,Hecho
261,7,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-29 09:27:23,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
262,8,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,9,,9,22,OP_INTERMITJA,Hecho
263,9,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,10,,10,12,OP_INTERMITJA,Hecho
264,10,6265,ADG32 6265 SMORENO SL,_P004_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,12,,12,0,OP_INTERMITJA,Hecho
265,11,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-05 09:19:58,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,32,32,,32,OP_INTERMITJA,Hecho
266,12,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,9,,9,23,OP_INTERMITJA,Hecho
267,13,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,10,,10,13,OP_INTERMITJA,Hecho
268,14,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,13,,13,0,OP_INTERMITJA,Hecho
269,15,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-12 09:24:03,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
270,16,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,4,,4,24,OP_INTERMITJA,Hecho
271,17,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,14,,14,10,OP_INTERMITJA,Hecho
272,18,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,10,,10,0,OP_INTERMITJA,Hecho
273,19,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-19 09:33:02,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,46,46,,46,OP_INTERMITJA,Hecho
274,20,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,15,,15,31,OP_INTERMITJA,Hecho
275,21,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,19,,19,12,OP_INTERMITJA,Hecho
276,22,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,12,,12,0,OP_INTERMITJA,Hecho
277,23,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-26 09:44:03,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
278,24,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,7,,7,18,OP_INTERMITJA,Hecho
279,25,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,9,,9,9,OP_INTERMITJA,Hecho
280,26,6265,ADG32 6265 SMORENO SL,_P004_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
281,27,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-03 09:13:11,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,42,42,,42,OP_INTERMITJA,Hecho
282,28,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,15,,15,27,OP_INTERMITJA,Hecho
283,29,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,13,,13,14,OP_INTERMITJA,Hecho
284,30,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
285,31,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-10 09:16:37,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,36,36,,36,OP_INTERMITJA,Hecho
286,32,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,15,,15,21,OP_INTERMITJA,Hecho
287,33,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,7,,7,14,OP_INTERMITJA,Hecho
288,34,6265,ADG32 6265 SMORENO SL,_P004_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,14,,14,0,OP_FINAL,Hecho
289,1,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-20 18:38:00,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,67,67,,67,OP_INICIAL,Hecho
290,2,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-22 12:39:59,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,1,1,,68,OP_INTERMITJA,Hecho
291,3,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-22 12:50:17,MGZ01/SURT/00001,MGZ01/Stock,Customers,67,,67,1,OP_INTERMITJA,Hecho
292,4,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-22 13:03:05,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,208,208,,209,OP_INTERMITJA,Hecho
293,5,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-22 13:06:35,MGZ01/SURT/00002,MGZ01/Stock,Customers,75,,75,134,OP_INTERMITJA,Hecho
294,6,6320,ADG32 6320 MNAVARRO SL,_MN2001_,2025-10-22 15:02:43,MGZ01/SURT/00003,MGZ01/Stock,Customers,68,,68,66,OP_INTERMITJA,Hecho
