A_CLAU_UNICA_HES,ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
5796_LA5365_,131,23,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-23 08:49:48,MGZ01/SURT/00004,MGZ01/Stock,Customers,25,,25,155,OP_INTERMITJA,Hecho
5796_LA5365_,132,27,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-23 08:51:46,MGZ01/SURT/00005,MGZ01/Stock,Customers,50,,50,105,OP_INTERMITJA,Hecho
5796_LA5365_,134,32,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-24 09:47:58,MGZ01/SURT/00006,MGZ01/Stock,Vendors,105,,105,0,OP_INTERMITJA,Hecho
5796_LA5365_,135,34,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-24 09:49:37,Cantidad de producto actualizada (Nadal Sacares Moragues),Inventory adjustment,MGZ01/Stock,0,0,,0,OP_INTERMITJA,Hecho
5796_LA5365_,136,39,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-29 09:30:26,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,115,115,,115,OP_INTERMITJA,Hecho
5796_LA5365_,137,42,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-29 09:32:47,MGZ01/SURT/00007,MGZ01/Stock,Customers,36,,36,79,OP_INTERMITJA,Hecho
5796_LA5365_,138,46,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-29 09:35:12,MGZ01/SURT/00008,MGZ01/Stock,Customers,30,,30,49,OP_INTERMITJA,Hecho
5796_LA5365_,139,49,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-10-29 09:36:44,MGZ01/SURT/00009,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,Hecho
5796_LA5365_,140,55,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-05 09:27:21,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,98,98,,98,OP_INTERMITJA,Hecho
5796_LA5365_,141,56,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-05 09:29:35,MGZ01/SURT/00010,MGZ01/Stock,Customers,34,,34,64,OP_INTERMITJA,Hecho
5796_LA5365_,142,62,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-05 09:33:02,MGZ01/SURT/00011,MGZ01/Stock,Customers,33,,33,31,OP_INTERMITJA,Hecho
5796_LA5365_,143,64,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-05 09:34:28,MGZ01/SURT/00012,MGZ01/Stock,Customers,31,,31,0,OP_INTERMITJA,Hecho
5796_LA5365_,144,69,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-12 09:05:58,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,106,106,,106,OP_INTERMITJA,Hecho
5796_LA5365_,145,75,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-12 09:15:02,MGZ01/SURT/00013,MGZ01/Stock,Customers,35,,35,71,OP_INTERMITJA,Hecho
5796_LA5365_,146,76,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-12 09:24:20,MGZ01/SURT/00014,MGZ01/Stock,Customers,38,,38,33,OP_INTERMITJA,Hecho
5796_LA5365_,147,80,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-12 09:25:44,MGZ01/SURT/00015,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
5796_LA5365_,148,85,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-19 09:09:18,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,81,81,,81,OP_INTERMITJA,Hecho
5796_LA5365_,149,90,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-19 09:27:28,MGZ01/SURT/00016,MGZ01/Stock,Customers,27,,27,54,OP_INTERMITJA,Hecho
5796_LA5365_,150,92,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-19 09:30:00,MGZ01/SURT/00017,MGZ01/Stock,Customers,26,,26,28,OP_INTERMITJA,Hecho
5796_LA5365_,151,96,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-19 09:30:58,MGZ01/SURT/00018,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
5796_LA5365_,152,101,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-26 09:08:09,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,93,93,,93,OP_INTERMITJA,Hecho
5796_LA5365_,153,104,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-26 09:10:40,MGZ01/SURT/00019,MGZ01/Stock,Customers,36,,36,57,OP_INTERMITJA,Hecho
5796_LA5365_,154,110,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-26 09:11:43,MGZ01/SURT/00020,MGZ01/Stock,Customers,24,,24,33,OP_INTERMITJA,Hecho
5796_LA5365_,155,112,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-11-26 09:12:39,MGZ01/SURT/00021,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
5796_LA5365_,156,117,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:41:59,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,84,84,,84,OP_INTERMITJA,Hecho
5796_LA5365_,157,123,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:48:23,MGZ01/SURT/00022,MGZ01/Stock,Customers,23,,23,61,OP_INTERMITJA,Hecho
5796_LA5365_,158,125,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:49:30,MGZ01/SURT/00023,MGZ01/Stock,Customers,33,,33,28,OP_INTERMITJA,Hecho
5796_LA5365_,159,128,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-04 08:50:19,MGZ01/SURT/00024,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
5796_LA5365_,160,135,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:07:55,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,102,102,,102,OP_INTERMITJA,Hecho
5796_LA5365_,161,141,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:26:09,MGZ01/SURT/00031,MGZ01/Stock,Customers,43,,43,59,OP_INTERMITJA,Hecho
5796_LA5365_,162,147,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:27:12,MGZ01/SURT/00032,MGZ01/Stock,Customers,26,,26,33,OP_INTERMITJA,Hecho
5796_LA5365_,163,150,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-11 08:30:33,MGZ01/SURT/00033,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
5796_LA5365_,164,155,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-18 08:19:56,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,100,100,,100,OP_INTERMITJA,Hecho
5796_LA5365_,165,157,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-18 08:24:22,MGZ01/SURT/00034,MGZ01/Stock,Customers,33,,33,67,OP_INTERMITJA,Hecho
5796_LA5365_,166,163,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-18 08:25:17,MGZ01/SURT/00035,MGZ01/Stock,Customers,35,,35,32,OP_INTERMITJA,Hecho
5796_LA5365_,167,166,5796,ADG32 5796 NSACARES SL,_LA5365_,2025-12-18 08:26:13,MGZ01/SURT/00036,MGZ01/Stock,Customers,32,,32,0,OP_FINAL,Hecho
6265_P001_,168,3,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-17 09:45:29,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,11,11,,11,OP_INICIAL,Hecho
6265_P001_,169,8,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
6265_P001_,170,11,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 12:30:47,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,30,30,,30,OP_INTERMITJA,Hecho
6265_P001_,171,15,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,12,,12,18,OP_INTERMITJA,Hecho
6265_P001_,172,20,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,11,,11,7,OP_INTERMITJA,Hecho
6265_P001_,173,25,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,7,,7,0,OP_INTERMITJA,Hecho
6265_P001_,174,28,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:29:44,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,26,26,,26,OP_INTERMITJA,Hecho
6265_P001_,175,30,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,9,,9,17,OP_INTERMITJA,Hecho
6265_P001_,176,37,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,8,,8,9,OP_INTERMITJA,Hecho
6265_P001_,177,41,6265,ADG32 6265 SMORENO SL,_P001_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P001_,178,44,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:23:48,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,32,32,,32,OP_INTERMITJA,Hecho
6265_P001_,179,46,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,15,,15,17,OP_INTERMITJA,Hecho
6265_P001_,180,53,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,9,,9,8,OP_INTERMITJA,Hecho
6265_P001_,181,57,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,8,,8,0,OP_INTERMITJA,Hecho
6265_P001_,182,60,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:26:09,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,32,32,,32,OP_INTERMITJA,Hecho
6265_P001_,183,65,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,8,,8,24,OP_INTERMITJA,Hecho
6265_P001_,184,67,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,11,,11,13,OP_INTERMITJA,Hecho
6265_P001_,185,70,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,13,,13,0,OP_INTERMITJA,Hecho
6265_P001_,186,76,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:35:25,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
6265_P001_,187,79,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
6265_P001_,188,85,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,11,,11,7,OP_INTERMITJA,Hecho
6265_P001_,189,89,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,7,,7,0,OP_INTERMITJA,Hecho
6265_P001_,190,90,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:41:56,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
6265_P001_,191,94,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
6265_P001_,192,99,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,9,,9,9,OP_INTERMITJA,Hecho
6265_P001_,193,104,6265,ADG32 6265 SMORENO SL,_P001_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P001_,194,108,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:14:30,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
6265_P001_,195,110,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,7,,7,18,OP_INTERMITJA,Hecho
6265_P001_,196,114,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,13,,13,5,OP_INTERMITJA,Hecho
6265_P001_,197,121,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,5,,5,0,OP_INTERMITJA,Hecho
6265_P001_,198,124,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:18:30,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
6265_P001_,199,129,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
6265_P001_,200,132,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,9,,9,5,OP_INTERMITJA,Hecho
6265_P001_,201,136,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,5,,5,0,OP_INTERMITJA,Hecho
6265_P001_,202,140,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-18 08:33:56,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,23,23,,23,OP_INTERMITJA,Hecho
6265_P001_,203,145,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-18 08:39:22,MGZ01/SURT/00026,MGZ01/Stock,Customers,8,,8,15,OP_INTERMITJA,Hecho
6265_P001_,204,146,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-18 08:41:11,MGZ01/SURT/00027,MGZ01/Stock,Customers,8,,8,7,OP_INTERMITJA,Hecho
6265_P001_,205,151,6265,ADG32 6265 SMORENO SL,_P001_,2025-12-18 08:42:30,MGZ01/SURT/00028,MGZ01/Stock,Customers,7,,7,0,OP_FINAL,Hecho
6265_P002_,206,4,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-17 09:45:29,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,9,9,,9,OP_INICIAL,Hecho
6265_P002_,207,5,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P002_,208,12,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:30:47,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,1,1,,1,OP_INTERMITJA,Hecho
6265_P002_,209,13,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:46:09,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,37,37,,38,OP_INTERMITJA,Hecho
6265_P002_,210,14,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,14,,14,24,OP_INTERMITJA,Hecho
6265_P002_,211,21,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,9,,9,15,OP_INTERMITJA,Hecho
6265_P002_,212,23,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,15,,15,0,OP_INTERMITJA,Hecho
6265_P002_,213,29,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:29:44,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,38,38,,38,OP_INTERMITJA,Hecho
6265_P002_,214,32,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,11,,11,27,OP_INTERMITJA,Hecho
6265_P002_,215,35,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,13,,13,14,OP_INTERMITJA,Hecho
6265_P002_,216,39,6265,ADG32 6265 SMORENO SL,_P002_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
6265_P002_,217,45,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:23:48,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,43,43,,43,OP_INTERMITJA,Hecho
6265_P002_,218,48,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,16,,16,27,OP_INTERMITJA,Hecho
6265_P002_,219,52,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,14,,14,13,OP_INTERMITJA,Hecho
6265_P002_,220,56,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,13,,13,0,OP_INTERMITJA,Hecho
6265_P002_,221,61,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:26:09,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
6265_P002_,222,63,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,13,,13,18,OP_INTERMITJA,Hecho
6265_P002_,223,68,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,7,,7,11,OP_INTERMITJA,Hecho
6265_P002_,224,72,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
6265_P002_,225,77,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:35:25,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
6265_P002_,226,81,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,6,,6,25,OP_INTERMITJA,Hecho
6265_P002_,227,82,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
6265_P002_,228,87,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
6265_P002_,229,91,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:41:56,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
6265_P002_,230,96,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,10,,10,18,OP_INTERMITJA,Hecho
6265_P002_,231,98,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,8,,8,10,OP_INTERMITJA,Hecho
6265_P002_,232,102,6265,ADG32 6265 SMORENO SL,_P002_,2025-11-26 09:48:34,MGZ01/SURT/00019,MGZ01/Stock,Customers,10,,10,0,OP_INTERMITJA,Hecho
6265_P002_,233,109,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:14:30,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,31,31,,31,OP_INTERMITJA,Hecho
6265_P002_,234,111,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:17:54,MGZ01/SURT/00020,MGZ01/Stock,Customers,11,,11,20,OP_INTERMITJA,Hecho
6265_P002_,235,115,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:19:47,MGZ01/SURT/00021,MGZ01/Stock,Customers,11,,11,9,OP_INTERMITJA,Hecho
6265_P002_,236,119,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-03 09:21:28,MGZ01/SURT/00022,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P002_,237,125,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:18:30,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,37,37,,37,OP_INTERMITJA,Hecho
6265_P002_,238,128,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:22:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,11,,11,26,OP_INTERMITJA,Hecho
6265_P002_,239,130,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:24:28,MGZ01/SURT/00024,MGZ01/Stock,Customers,17,,17,9,OP_INTERMITJA,Hecho
6265_P002_,240,137,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-10 09:25:56,MGZ01/SURT/00025,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P002_,241,141,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-18 08:33:56,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
6265_P002_,242,142,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-18 08:39:22,MGZ01/SURT/00026,MGZ01/Stock,Customers,9,,9,19,OP_INTERMITJA,Hecho
6265_P002_,243,148,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-18 08:41:11,MGZ01/SURT/00027,MGZ01/Stock,Customers,10,,10,9,OP_INTERMITJA,Hecho
6265_P002_,244,152,6265,ADG32 6265 SMORENO SL,_P002_,2025-12-18 08:42:30,MGZ01/SURT/00028,MGZ01/Stock,Customers,9,,9,0,OP_FINAL,Hecho
6265_P003_,245,1,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,11,11,,11,OP_INICIAL,Hecho
6265_P003_,246,6,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
6265_P003_,247,9,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 12:30:28,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,38,38,,38,OP_INTERMITJA,Hecho
6265_P003_,248,17,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 12:53:26,MGZ01/SURT/00002,MGZ01/Stock,Customers,14,,14,24,OP_INTERMITJA,Hecho
6265_P003_,249,18,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-22 13:05:21,MGZ01/SURT/00003,MGZ01/Stock,Customers,10,,10,14,OP_INTERMITJA,Hecho
6265_P003_,250,24,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-23 08:29:26,MGZ01/SURT/00004,MGZ01/Stock,Customers,14,,14,0,OP_INTERMITJA,Hecho
6265_P003_,251,26,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:27:23,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
6265_P003_,252,33,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:32:43,MGZ01/SURT/00005,MGZ01/Stock,Customers,8,,8,17,OP_INTERMITJA,Hecho
6265_P003_,253,34,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:38:22,MGZ01/SURT/00006,MGZ01/Stock,Customers,11,,11,6,OP_INTERMITJA,Hecho
6265_P003_,254,40,6265,ADG32 6265 SMORENO SL,_P003_,2025-10-29 09:40:08,MGZ01/SURT/00007,MGZ01/Stock,Customers,6,,6,0,OP_INTERMITJA,Hecho
6265_P003_,255,42,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:19:58,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,30,30,,30,OP_INTERMITJA,Hecho
6265_P003_,256,49,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:30:30,MGZ01/SURT/00008,MGZ01/Stock,Customers,9,,9,21,OP_INTERMITJA,Hecho
6265_P003_,257,50,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:36:36,MGZ01/SURT/00009,MGZ01/Stock,Customers,12,,12,9,OP_INTERMITJA,Hecho
6265_P003_,258,54,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-05 09:42:28,MGZ01/SURT/00010,MGZ01/Stock,Customers,9,,9,0,OP_INTERMITJA,Hecho
6265_P003_,259,58,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:24:03,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,28,28,,28,OP_INTERMITJA,Hecho
6265_P003_,260,62,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:29:32,MGZ01/SURT/00011,MGZ01/Stock,Customers,9,,9,19,OP_INTERMITJA,Hecho
6265_P003_,261,69,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:33:58,MGZ01/SURT/00012,MGZ01/Stock,Customers,7,,7,12,OP_INTERMITJA,Hecho
6265_P003_,262,71,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-12 09:36:05,MGZ01/SURT/00013,MGZ01/Stock,Customers,12,,12,0,OP_INTERMITJA,Hecho
6265_P003_,263,74,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:33:02,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,25,25,,25,OP_INTERMITJA,Hecho
6265_P003_,264,80,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:38:47,MGZ01/SURT/00014,MGZ01/Stock,Customers,11,,11,14,OP_INTERMITJA,Hecho
6265_P003_,265,84,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:41:02,MGZ01/SURT/00015,MGZ01/Stock,Customers,3,,3,11,OP_INTERMITJA,Hecho
6265_P003_,266,86,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-19 09:43:35,MGZ01/SURT/00016,MGZ01/Stock,Customers,11,,11,0,OP_INTERMITJA,Hecho
6265_P003_,267,92,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:44:03,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,50,50,,50,OP_INTERMITJA,Hecho
6265_P003_,268,95,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:46:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,22,,22,28,OP_INTERMITJA,Hecho
6265_P003_,269,100,6265,ADG32 6265 SMORENO SL,_P003_,2025-11-26 09:47:32,MGZ01/SURT/00018,MGZ01/Stock,Customers,17,,17,11,OP_INTERMITJA,Hecho
